,scan,network,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
16363,33121,1107.0,Lipids and lipid-like molecules;Fatty Acyls,0.7666666666666666,class,9.0,In silico
16364,33126,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16365,33127,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16366,33130,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16367,33134,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16368,33136,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16369,33138,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16370,33139,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16371,33141,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16372,33143,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16373,33144,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16374,33145,257.0,,,,,
16375,33146,378.0,Lipids and lipid-like molecules,0.5090909090909091,superclass,22.0,In silico
16376,33147,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16377,33148,234.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,1.1,subclass,8.0,In silico
16378,33150,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16379,33151,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16380,33152,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16381,33154,1947.0,Lipids and lipid-like molecules,0.6666666666666666,superclass,6.0,In silico
16382,33155,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16383,33158,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16384,33159,1080.0,Organic oxygen compounds;Organooxygen compounds;Carbonyl compounds,1.0,subclass,1.0,In silico
16385,33160,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16386,33163,847.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.7153846153846154,subclass,13.0,In silico
16387,33164,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16388,33165,417.0,Organoheterocyclic compounds;Azoles;Thiadiazoles,1.0,subclass,4.0,In silico
16389,33167,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16390,33168,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16391,33173,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16392,33174,814.0,Organoheterocyclic compounds;Diazines;Pyrimidines and pyrimidine derivatives,0.8,subclass,5.0,In silico
16393,33178,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16394,33180,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16395,33181,1848.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.0,subclass,2.0,In silico
16396,33184,816.0,,,,,
16397,33186,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16398,33188,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16399,33189,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16400,33191,501.0,Lipids and lipid-like molecules,1.0,superclass,2.0,In silico
16401,33192,2906.0,,,,,
16402,33195,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16403,33196,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16404,33197,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16405,33198,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16406,33202,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16407,33206,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16408,33211,3582.0,,,,,
16409,33212,922.0,Lipids and lipid-like molecules;Fatty Acyls,1.0,class,2.0,In silico
16410,33213,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16411,33214,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16412,33215,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16413,33218,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16414,33220,177.0,Lipids and lipid-like molecules;Sphingolipids;Ceramides,0.9,subclass,25.0,In silico
16415,33221,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16416,33226,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16417,33227,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16418,33228,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16419,33229,1358.0,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,0.75,subclass,4.0,In silico
16420,33231,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16421,33237,640.0,Organic acids and derivatives;Carboxylic acids and derivatives,1.1,class,2.0,In silico
16422,33238,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16423,33241,234.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,1.1,subclass,8.0,In silico
16424,33242,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16425,33243,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16426,33244,975.0,,,,,
16427,33245,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16428,33247,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16429,33248,3979.0,,,,,
16430,33250,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16431,33257,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16432,33263,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16433,33267,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16434,33268,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16435,33274,1073.0,Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,0.7666666666666666,subclass,3.0,In silico
16436,33275,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16437,33288,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16438,33294,1125.0,,,,,
16439,33295,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16440,33302,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16441,33303,345.0,,,,,
16442,33304,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16443,33305,526.0,,,,,
16444,33311,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16445,33312,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16446,33314,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16447,33315,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16448,33318,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16449,33321,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16450,33323,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16451,33326,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16452,33327,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16453,33329,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16454,33332,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16455,33334,814.0,Organoheterocyclic compounds;Diazines;Pyrimidines and pyrimidine derivatives,0.8,subclass,5.0,In silico
16456,33335,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16457,33342,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16458,33343,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16459,33344,814.0,Organoheterocyclic compounds;Diazines;Pyrimidines and pyrimidine derivatives,0.8,subclass,5.0,In silico
16460,33345,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16461,33354,814.0,Organoheterocyclic compounds;Diazines;Pyrimidines and pyrimidine derivatives,0.8,subclass,5.0,In silico
16462,33355,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16463,33357,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16464,33359,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16465,33360,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16466,33361,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16467,33362,2197.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,1.0,subclass,2.0,In silico
16468,33366,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16469,33374,579.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,1.0,subclass,2.0,In silico
16470,33376,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16471,33383,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16472,33384,47.0,Lipids and lipid-like molecules,0.6153846153846154,superclass,52.0,In silico
16473,33385,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16474,33392,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16475,33393,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16476,33397,993.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty acyl glycosides,1.0,subclass,2.0,In silico
16477,33398,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16478,33401,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16479,33402,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16480,33407,602.0,,,,,
16481,33408,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16482,33409,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16483,33413,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16484,33414,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16485,33415,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16486,33416,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16487,33417,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16488,33419,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16489,33421,2525.0,Organic oxygen compounds;Organooxygen compounds;Alcohols and polyols,1.1,subclass,2.0,In silico
16490,33425,549.0,Lipids and lipid-like molecules,0.6625,superclass,16.0,In silico
16491,33426,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16492,33429,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16493,33431,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16494,33433,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16495,33435,1476.0,Organic acids and derivatives;Carboxylic acids and derivatives;Tricarboxylic acids and derivatives,1.1,subclass,2.0,In silico
16496,33455,104.0,Lipids and lipid-like molecules;Prenol lipids,0.75,class,12.0,In silico
16497,33460,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16498,33462,50.0,Organoheterocyclic compounds,1.0,superclass,2.0,In silico
16499,33468,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16500,33469,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16501,33478,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16502,33483,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16503,33487,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16504,33491,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16505,33492,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16506,33499,104.0,Lipids and lipid-like molecules;Prenol lipids,0.75,class,12.0,In silico
16507,33501,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16508,33511,283.0,,,,,
16509,33512,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16510,33513,186.0,,,,,
16511,33515,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16512,33517,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16513,33525,2937.0,,,,,
16514,33526,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16515,33527,530.0,,,,17.0,In silico
16516,33528,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16517,33530,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16518,33533,1210.0,Lipids and lipid-like molecules,0.9666666666666667,superclass,15.0,In silico
16519,33539,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16520,33541,1168.0,Lipids and lipid-like molecules,0.9090909090909091,superclass,11.0,In silico
16521,33548,570.0,Organic acids and derivatives;Carboxylic acids and derivatives,1.1,class,2.0,In silico
16522,33550,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16523,33553,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16524,33557,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16525,33560,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16526,33563,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16527,33566,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16528,33572,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16529,33576,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16530,33577,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16531,33578,511.0,Lipids and lipid-like molecules;Fatty Acyls,1.1,class,5.0,In silico
16532,33588,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16533,33592,1140.0,Lipids and lipid-like molecules;Prenol lipids,0.75,class,4.0,In silico
16534,33606,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16535,33607,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16536,33608,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16537,33609,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16538,33613,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16539,33621,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16540,33627,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16541,33628,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16542,33635,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16543,33642,223.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,16.0,In silico
16544,33643,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16545,33645,719.0,Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids,1.0,subclass,1.0,In silico
16546,33649,163.0,Lipids and lipid-like molecules,0.7588235294117647,superclass,85.0,In silico
16547,33650,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16548,33651,40.0,Lipids and lipid-like molecules;Sphingolipids,0.7736842105263158,class,95.0,In silico
16549,33652,1980.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.0,subclass,1.0,In silico
16550,33653,181.0,Lipids and lipid-like molecules;Sphingolipids,1.0305555555555557,class,72.0,In silico
16551,33655,1319.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,1.0,subclass,1.0,In silico
16552,33656,685.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.8647058823529411,subclass,17.0,In silico
16553,33658,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16554,33660,31.0,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,0.7966292134831461,subclass,89.0,In silico
16555,33661,99.0,Lipids and lipid-like molecules,0.7867469879518072,superclass,83.0,In silico
16556,33662,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16557,33665,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16558,33666,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16559,33668,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16560,33669,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16561,33670,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16562,33671,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16563,33672,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16564,33673,638.0,Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphoethanolamines,1.1,subclass,2.0,In silico
16565,33674,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16566,33675,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16567,33676,2863.0,Lipids and lipid-like molecules;Prenol lipids;Quinone and hydroquinone lipids,0.7666666666666666,subclass,3.0,In silico
16568,33677,302.0,Organic acids and derivatives,0.975,superclass,24.0,In silico
16569,33678,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16570,33680,1105.0,Lipids and lipid-like molecules,0.85,superclass,8.0,In silico
16571,33681,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16572,33686,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16573,33687,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16574,33692,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16575,33694,3258.0,Lipids and lipid-like molecules,1.1,superclass,2.0,In silico
16576,33696,222.0,Lipids and lipid-like molecules;Sphingolipids,0.8297297297297297,class,74.0,In silico
16577,33700,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16578,33705,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16579,33706,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16580,33707,2255.0,,,,,
16581,33713,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16582,33718,1910.0,,,,,
16583,33719,1059.0,Organic acids and derivatives;Carboxylic acids and derivatives,0.85,class,4.0,In silico
16584,33722,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16585,33723,466.0,Lipids and lipid-like molecules,0.9297872340425531,superclass,47.0,In silico
16586,33738,1054.0,Lipids and lipid-like molecules,1.1,superclass,4.0,In silico
16587,33742,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16588,33745,222.0,Lipids and lipid-like molecules;Sphingolipids,0.8297297297297297,class,74.0,In silico
16589,33749,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16590,33751,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16591,33756,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16592,33760,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16593,33766,339.0,Lipids and lipid-like molecules,0.7666666666666666,superclass,15.0,In silico
16594,33767,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16595,33768,1807.0,Lipids and lipid-like molecules,1.0,superclass,3.0,In silico
16596,33773,3792.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.1,subclass,2.0,In silico
16597,33775,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16598,33776,337.0,Organic nitrogen compounds;Organonitrogen compounds;Amines,0.85,subclass,40.0,In silico
16599,33782,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16600,33785,297.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.9666666666666667,subclass,15.0,In silico
16601,33787,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16602,33789,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16603,33797,40.0,Lipids and lipid-like molecules;Sphingolipids,0.7736842105263158,class,95.0,In silico
16604,33804,124.0,Benzenoids;Benzene and substituted derivatives;Toluenes,1.0743589743589743,subclass,39.0,In silico
16605,33808,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16606,33809,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16607,33823,692.0,,,,,
16608,33826,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16609,33836,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16610,33839,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16611,33841,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16612,33843,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16613,33863,997.0,,,,,
16614,33866,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16615,33876,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16616,33879,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16617,33889,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16618,33893,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16619,33913,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16620,33941,3510.0,Lipids and lipid-like molecules;Sphingolipids,1.0,class,1.0,In silico
16621,33943,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16622,33945,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16623,33958,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16624,33962,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16625,33969,1203.0,Lipids and lipid-like molecules;Sphingolipids,1.0,class,3.0,In silico
16626,33974,2791.0,Lipids and lipid-like molecules,0.6666666666666666,superclass,3.0,In silico
16627,33976,1400.0,Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids,1.1,subclass,4.0,In silico
16628,33977,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16629,33983,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16630,34007,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16631,34021,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16632,34034,685.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",0.8647058823529411,subclass,17.0,In silico
16633,34035,2850.0,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,1.1,subclass,2.0,In silico
16634,34036,955.0,,,,,
16635,34038,955.0,,,,,
16636,34039,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16637,34040,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16638,34042,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16639,34045,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16640,34049,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16641,34052,32.0,Lipids and lipid-like molecules;Sphingolipids,0.9888888888888888,class,63.0,In silico
16642,34053,537.0,Organic acids and derivatives,0.7,superclass,5.0,In silico
16643,34064,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16644,34065,422.0,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,1.0,subclass,2.0,In silico
16645,34066,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16646,34067,2464.0,,,,,
16647,34068,526.0,,,,,
16648,34070,610.0,,,,,
16649,34075,101.0,Organic acids and derivatives,0.5882352941176471,superclass,17.0,In silico
16650,34083,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16651,34084,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16652,34085,2973.0,Organoheterocyclic compounds;Biotin and derivatives,1.0,class,1.0,In silico
16653,34090,163.0,Lipids and lipid-like molecules,0.7588235294117647,superclass,85.0,In silico
16654,34093,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16655,34099,594.0,Lipids and lipid-like molecules,0.9,superclass,20.0,In silico
16656,34104,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16657,34106,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16658,34107,3085.0,,,,,
16659,34108,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16660,34109,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16661,34110,89.0,Lipids and lipid-like molecules,0.7999999999999999,superclass,60.0,In silico
16662,34111,4375.0,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1.0,subclass,1.0,In silico
16663,34112,186.0,,,,,
16664,34113,3085.0,,,,,
16665,34114,-1.0,Lipids and lipid-like molecules,0.6736894164193867,superclass,5055.0,In silico
16666,34115,4298.0,,,,,
