experiment,feature_number,network,library_superclass,library_class,library_subclass,analog_superclass,analog_class,analog_subclass,csiFinger_superclass,csiFinger_class,csiFinger_subclass,canopus_superclass,canopus_class,canopus_subclass,componentindex,MolNet_superclass,MolNet_class,MolNet_subclass,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
dorcierrSmallNets,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,2,604,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,604,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty acids and conjugates,1,subclass,1,Library
dorcierrSmallNets,3,609,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,609,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Fatty amides,1,subclass,1,Library
dorcierrSmallNets,4,1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,1275,no matches,no matches,no matches,N/A,1,subclass,10,Library
dorcierrSmallNets,5,1275,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,1275,no matches,no matches,no matches,N/A,1,subclass,10,Library
dorcierrSmallNets,6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,7,2841,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",2841,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,8,1275,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,1275,no matches,no matches,no matches,N/A,1,subclass,10,Library
dorcierrSmallNets,9,1275,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,1275,no matches,no matches,no matches,N/A,1,subclass,10,Library
dorcierrSmallNets,10,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,205,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,11,810,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,NA,NA,NA,810,no matches,no matches,no matches,Ethers,1,subclass,2,Insilico
dorcierrSmallNets,12,3785,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,3785,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,13,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,14,14,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,14,no matches,no matches,no matches,N/A,1,subclass,13,Library
dorcierrSmallNets,15,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,16,2841,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",2841,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,17,1297,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,1297,Organoheterocyclic compounds,Pyrrolidines,N-alkylpyrrolidines,NA,NA,NA,NA,NA
dorcierrSmallNets,18,2331,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,NA,NA,NA,2331,no matches,no matches,no matches,Benzenoids,0.6666666666666666,superclass,3,Insilico
dorcierrSmallNets,19,-1,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,20,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,no matches,no matches,no matches,Organic acids and derivatives,0.5238095238095238,superclass,42,Insilico
dorcierrSmallNets,21,414,Benzenoids,Benzene and substituted derivatives,Toluenes,N/A,N/A,N/A,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Toluenes,414,Benzenoids,Benzene and substituted derivatives,Toluenes,Benzenoids,0.625,superclass,8,Library
dorcierrSmallNets,22,283,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,283,no matches,no matches,no matches,Organic oxygen compounds,0.5238095238095238,superclass,21,Insilico
dorcierrSmallNets,23,14,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",14,no matches,no matches,no matches,N/A,1,subclass,13,Library
dorcierrSmallNets,24,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,25,121,N/A,N/A,N/A,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,121,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers,1,subclass,6,Library
dorcierrSmallNets,26,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,14,no matches,no matches,no matches,N/A,1,subclass,13,Library
dorcierrSmallNets,27,6348,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,6348,no matches,no matches,no matches,Organic acids and derivatives,0.6,superclass,5,Insilico
dorcierrSmallNets,28,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,29,283,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,283,no matches,no matches,no matches,Organic oxygen compounds,0.5238095238095238,superclass,21,Insilico
dorcierrSmallNets,30,-1,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,31,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,491,no matches,no matches,no matches,Lipids and lipid-like molecules,1,superclass,6,Insilico
dorcierrSmallNets,32,2444,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,2444,no matches,no matches,no matches,Ethers,0.75,subclass,4,Insilico
dorcierrSmallNets,33,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,34,-1,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,35,121,Organic oxygen compounds,Organooxygen compounds,Ethers,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,121,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers,1,subclass,6,Library
dorcierrSmallNets,36,-1,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,N/A,N/A,N/A,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,-1,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,Lineolic acids and derivatives,1,NA,NA,Library
dorcierrSmallNets,37,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,38,277,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,277,Benzenoids,Benzene and substituted derivatives,Phenylbutylamines,NA,NA,NA,NA,NA
dorcierrSmallNets,39,2444,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,2444,no matches,no matches,no matches,Ethers,0.75,subclass,4,Insilico
dorcierrSmallNets,40,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,no matches,no matches,no matches,N/A,1,subclass,1,Library
dorcierrSmallNets,41,3700,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,3700,no matches,no matches,no matches,N/A,0.6666666666666666,superclass,3,Insilico
dorcierrSmallNets,42,-1,Organic nitrogen compounds,Organonitrogen compounds,Amines,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,Amines,1,NA,NA,Library
dorcierrSmallNets,43,819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,44,-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",1,NA,NA,Library
dorcierrSmallNets,45,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,46,813,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,813,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Eicosanoids,1,subclass,1,Library
dorcierrSmallNets,47,2081,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",2081,no matches,no matches,no matches,N/A,0.6666666666666666,superclass,3,Insilico
dorcierrSmallNets,48,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Phenol ethers,NA,803,no matches,no matches,no matches,Benzenoids,0.6666666666666666,superclass,3,Insilico
dorcierrSmallNets,49,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,NA,NA,649,no matches,no matches,no matches,N/A,1,subclass,2,Library
dorcierrSmallNets,50,715,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,Benzenoids,NA,NA,715,no matches,no matches,no matches,Organic acids and derivatives,0.7,superclass,10,Insilico
dorcierrSmallNets,51,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,52,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,408,no matches,no matches,no matches,N/A,1,subclass,1,Library
dorcierrSmallNets,53,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,54,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,55,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,56,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,57,1188,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,1188,no matches,no matches,no matches,N/A,1,subclass,2,Insilico
dorcierrSmallNets,58,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,408,no matches,no matches,no matches,N/A,1,subclass,1,Library
dorcierrSmallNets,59,813,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,813,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Eicosanoids,1,subclass,1,Library
dorcierrSmallNets,60,-1,N/A,N/A,N/A,Organoheterocyclic compounds,Pyridines and derivatives,Aminopyridines and derivatives,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,N/A,1,NA,NA,Library
dorcierrSmallNets,61,2299,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,2299,no matches,no matches,no matches,Organooxygen compounds,1,class,2,Insilico
dorcierrSmallNets,62,976,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,976,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,63,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,64,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Pyrimidine ribonucleotides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,65,-1,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,-1,no matches,no matches,no matches,N/A,1,NA,NA,Library
dorcierrSmallNets,66,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,649,no matches,no matches,no matches,N/A,1,subclass,2,Library
dorcierrSmallNets,67,121,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,121,Organic oxygen compounds,Organooxygen compounds,Ethers,Ethers,1,subclass,6,Library
dorcierrSmallNets,68,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,216,no matches,no matches,no matches,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico
dorcierrSmallNets,69,-1,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,70,1415,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Cholestane steroids,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,1415,no matches,no matches,no matches,Cholestane steroids,1,subclass,2,Insilico
dorcierrSmallNets,71,604,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,604,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty acids and conjugates,1,subclass,1,Library
dorcierrSmallNets,72,320,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,320,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,73,2841,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,NA,NA,2841,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,74,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,491,no matches,no matches,no matches,Lipids and lipid-like molecules,1,superclass,6,Insilico
dorcierrSmallNets,75,964,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,964,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,76,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,649,no matches,no matches,no matches,N/A,1,subclass,2,Library
dorcierrSmallNets,77,7700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7700,no matches,no matches,no matches,Benzene and substituted derivatives,1,class,1,Insilico
dorcierrSmallNets,78,803,NA,NA,NA,Organoheterocyclic compounds,Piperidines,Benzylpiperidines,NA,NA,NA,NA,NA,NA,803,no matches,no matches,no matches,Benzenoids,0.6666666666666666,superclass,3,Insilico
dorcierrSmallNets,79,-1,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Organoheterocyclic compounds,Indoles and derivatives,Indoles,-1,no matches,no matches,no matches,N/A,1,NA,NA,Library
dorcierrSmallNets,80,-1,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,81,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,82,-1,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,83,-1,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,-1,no matches,no matches,no matches,Fatty amides,1,NA,NA,Library
dorcierrSmallNets,84,3898,NA,NA,NA,Phenylpropanoids and polyketides,Coumarins and derivatives,Hydroxycoumarins,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3898,no matches,no matches,no matches,Hydroxycoumarins,1,subclass,3,Insilico
dorcierrSmallNets,85,3291,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,3291,no matches,no matches,no matches,N/A,1,subclass,2,Library
dorcierrSmallNets,86,-1,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,87,2444,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,NA,NA,NA,2444,no matches,no matches,no matches,Ethers,0.75,subclass,4,Insilico
dorcierrSmallNets,88,1647,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,NA,NA,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,1647,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Organic acids and derivatives,0.6666666666666666,superclass,3,Library
dorcierrSmallNets,89,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,715,no matches,no matches,no matches,Organic acids and derivatives,0.7,superclass,10,Insilico
dorcierrSmallNets,90,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,91,3757,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,3757,no matches,no matches,no matches,N/A,1,subclass,2,Insilico
dorcierrSmallNets,92,604,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,604,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty acids and conjugates,1,subclass,1,Library
dorcierrSmallNets,93,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Sphingolipids,Ceramides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,94,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,95,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,96,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,408,no matches,no matches,no matches,N/A,1,subclass,1,Library
dorcierrSmallNets,97,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,283,no matches,no matches,no matches,Organic oxygen compounds,0.5238095238095238,superclass,21,Insilico
dorcierrSmallNets,98,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,715,no matches,no matches,no matches,Organic acids and derivatives,0.7,superclass,10,Insilico
dorcierrSmallNets,99,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Sphingolipids,Ceramides,424,no matches,no matches,no matches,Lipids and lipid-like molecules,1,superclass,3,Insilico
dorcierrSmallNets,100,1627,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,NA,1627,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,101,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,102,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,no matches,no matches,no matches,N/A,0.7741935483870968,subclass,31,Insilico
dorcierrSmallNets,103,336,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",336,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty acids and conjugates,1,subclass,2,Library
dorcierrSmallNets,104,181,Organoheterocyclic compounds,Piperidines,Piperidinecarboxylic acids and derivatives,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",181,Organoheterocyclic compounds,Piperidines,Piperidinecarboxylic acids and derivatives,Organoheterocyclic compounds,0.6,superclass,5,Library
dorcierrSmallNets,105,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,106,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,107,-1,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,108,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,109,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Azoles,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,110,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,111,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,112,245,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,NA,NA,NA,NA,NA,NA,245,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,113,310,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,310,no matches,no matches,no matches,N/A,0.7741935483870968,subclass,31,Insilico
dorcierrSmallNets,114,-1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,Pregnane steroids,1,NA,NA,Library
dorcierrSmallNets,115,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,116,715,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,Organohalogen compounds,Aryl halides,Aryl chlorides,715,no matches,no matches,no matches,Organic acids and derivatives,0.7,superclass,10,Insilico
dorcierrSmallNets,117,1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,1818,no matches,no matches,no matches,Carbohydrates and carbohydrate conjugates,1,subclass,1,Insilico
dorcierrSmallNets,118,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,119,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,118,no matches,no matches,no matches,Lipids and lipid-like molecules,0.8,superclass,15,Insilico
dorcierrSmallNets,120,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierrSmallNets,121,2841,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Phenoxy compounds,2841,no matches,no matches,no matches,NA,NA,NA,NA,NA
