experiment,feature_number,network,library_superclass,library_class,library_subclass,analog_superclass,analog_class,analog_subclass,csiFinger_superclass,csiFinger_class,csiFinger_subclass,canopus_superclass,canopus_class,canopus_subclass,componentindex,MolNet_superclass,MolNet_class,MolNet_subclass,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
dorcierr,4244,1806,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,2679,no matches,no matches,no matches,Diterpenoids,1,subclass,2,Insilico
dorcierr,4245,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4246,-1,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4247,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",136,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues","Amino acids, peptides, and analogues",1,subclass,1,Library
dorcierr,4248,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,2255,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4249,91,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Phenoxyacetic acid derivatives,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,139,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Diterpenoids,1,subclass,2,Library
dorcierr,4250,2723,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,980,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4251,3626,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,768,no matches,no matches,no matches,Lipids and lipid-like molecules,1,superclass,2,Insilico
dorcierr,4252,736,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,6508,no matches,no matches,no matches,Lipids and lipid-like molecules,1,superclass,2,Insilico
dorcierr,4253,-1,N/A,N/A,N/A,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,Lipids and lipid-like molecules,NA,NA,-1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,N/A,1,NA,NA,Library
dorcierr,4254,4854,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,4953,Alkaloids and derivatives,Cinchona alkaloids,nan,N/A,1,subclass,1,Library
dorcierr,4255,2572,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,79,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4256,249,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,172,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,NA,NA,NA,NA,NA
dorcierr,4257,924,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",264,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4258,247,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,254,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds,0.6,superclass,5,Library
dorcierr,4259,374,NA,NA,NA,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,NA,NA,NA,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,109,Alkaloids and derivatives,Protoberberine alkaloids and derivatives,nan,N/A,0.6666666666666666,superclass,3,Library
dorcierr,4260,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4261,4538,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,NA,NA,NA,NA,NA,NA,3505,no matches,no matches,no matches,Terpene lactones,1,subclass,2,Insilico
dorcierr,4262,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4263,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4264,1494,NA,NA,NA,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,1174,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4265,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4266,1747,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",1100,Benzenoids,Benzene and substituted derivatives,Benzophenones,Benzophenones,1,subclass,1,Library
dorcierr,4267,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Boronic acid derivatives,Boronic acid esters,931,no matches,no matches,no matches,Organic acids and derivatives,0.75,superclass,16,Insilico
dorcierr,4268,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4269,2716,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,1330,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4270,1041,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,1295,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4271,5372,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Organic salts,Organic metal salts,Organic metalloid salts,2305,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,NA
dorcierr,4272,3675,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,1081,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Eicosanoids,1,subclass,2,Library
dorcierr,4273,-1,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,Organoheterocyclic compounds,Oxazinanes,Morpholines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4274,-1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,Androstane steroids,1,NA,NA,Library
dorcierr,4275,3706,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,1431,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4276,673,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,2972,no matches,no matches,no matches,Carboxylic acids and derivatives,0.8,class,5,Insilico
dorcierr,4277,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,59,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid esters,0.9545454545454546,subclass,22,Library
dorcierr,4278,1858,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,751,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Pregnane steroids,1,subclass,4,Library
dorcierr,4279,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,1170,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4280,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,104,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4281,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",441,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Lipids and lipid-like molecules,0.6,superclass,5,Library
dorcierr,4282,952,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,549,Benzenoids,Benzene and substituted derivatives,Phenylmethylamines,Benzenoids,0.6666666666666666,superclass,9,Library
dorcierr,4283,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",65,no matches,no matches,no matches,Organic acids and derivatives,0.5806451612903226,superclass,31,Insilico
dorcierr,4284,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4285,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phenylpropanoids and polyketides,Macrolides and analogues,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4286,1351,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",2899,no matches,no matches,no matches,"Amino acids, peptides, and analogues",0.75,subclass,4,Insilico
dorcierr,4287,2164,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,655,"Lignans, neolignans and related compounds",Furanoid lignans,Tetrahydrofuran lignans,NA,NA,NA,NA,NA
dorcierr,4288,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4289,5579,Organic nitrogen compounds,Organonitrogen compounds,Amines,N/A,N/A,N/A,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,1736,no matches,no matches,no matches,Amines,1,subclass,1,Library
dorcierr,4290,845,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,74,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4291,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4292,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Boronic acid derivatives,Boronic acid esters,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4293,-1,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Ergostane steroids,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4294,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4295,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4296,1851,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Diphenylmethanes,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",1532,no matches,no matches,no matches,N/A,1,subclass,1,Library
dorcierr,4297,34,NA,NA,NA,Organoheterocyclic compounds,Pyridines and derivatives,Pyridoxines,NA,NA,NA,Benzenoids,Phenol ethers,Anisoles,1273,no matches,no matches,no matches,Organoheterocyclic compounds,0.5555555555555556,superclass,9,Insilico
dorcierr,4298,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,1031,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4299,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,NA,NA,56,no matches,no matches,no matches,N/A,1,subclass,5,Library
dorcierr,4300,-1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Oxosteroids,-1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Eicosanoids,Pregnane steroids,1,NA,NA,Library
dorcierr,4301,5526,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,3606,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4302,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,3634,no matches,no matches,no matches,Carboxylic acids and derivatives,0.8,class,5,Insilico
dorcierr,4303,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,1004,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,N/A,1,subclass,1,Library
dorcierr,4304,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,5450,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4305,-1,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4306,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4307,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4308,1712,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Ergostane steroids,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,2332,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4309,2723,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,980,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4310,-1,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organoheterocyclic compounds,Pyridines and derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4311,2465,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,711,Alkaloids and derivatives,Cinchona alkaloids,nan,N/A,1,subclass,2,Library
dorcierr,4312,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,69,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4313,1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,1587,no matches,no matches,no matches,Lipids and lipid-like molecules,0.6,superclass,5,Insilico
dorcierr,4314,-1,N/A,N/A,N/A,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,-1,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,N/A,1,NA,NA,Library
dorcierr,4315,3585,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,1001,Organoheterocyclic compounds,Pyrrolidines,N-alkylpyrrolidines,N/A,1,subclass,1,Library
dorcierr,4316,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4317,116,Alkaloids and derivatives,Lupin alkaloids,Lupinine-type alkaloids,Alkaloids and derivatives,Lupin alkaloids,Lupinine-type alkaloids,NA,NA,NA,Alkaloids and derivatives,Lupin alkaloids,Lupinine-type alkaloids,2737,Alkaloids and derivatives,Lupin alkaloids,Lupinine-type alkaloids,Lupinine-type alkaloids,1,subclass,2,Library
dorcierr,4318,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4319,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,248,no matches,no matches,no matches,Organic acids and derivatives,0.6388888888888888,superclass,72,Insilico
dorcierr,4320,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4321,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,441,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Lipids and lipid-like molecules,0.6,superclass,5,Library
dorcierr,4322,2749,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,3704,no matches,no matches,no matches,Diterpenoids,1,subclass,1,Library
dorcierr,4323,4274,NA,NA,NA,Organoheterocyclic compounds,Lactones,Delta valerolactones,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,3045,no matches,no matches,no matches,Delta valerolactones,1,subclass,2,Insilico
dorcierr,4324,1686,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,1479,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4325,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Glycerolipids,Triradylcglycerols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4326,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",3634,no matches,no matches,no matches,Carboxylic acids and derivatives,0.8,class,5,Insilico
dorcierr,4327,6527,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Vinylogous acids,NA,2362,no matches,no matches,no matches,Organic acids and derivatives,1,superclass,2,Insilico
dorcierr,4328,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4329,1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,no matches,no matches,no matches,Organic acids and derivatives,0.5714285714285714,superclass,7,Insilico
dorcierr,4330,-1,N/A,N/A,N/A,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N/A,1,NA,NA,Library
dorcierr,4331,2606,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,2306,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4332,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,290,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4333,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4334,-1,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Organoheterocyclic compounds,Naphthopyrans,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4335,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4336,249,NA,NA,NA,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Lipids and lipid-like molecules,Prenol lipids,NA,172,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,NA,NA,NA,NA,NA
dorcierr,4337,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,72,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4338,2749,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,3704,no matches,no matches,no matches,Diterpenoids,1,subclass,1,Library
dorcierr,4339,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4340,-1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,N/A,N/A,N/A,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,-1,Lipids and lipid-like molecules,Steroids and steroid derivatives,Pregnane steroids,Pregnane steroids,1,NA,NA,Library
dorcierr,4341,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",161,no matches,no matches,no matches,"Amino acids, peptides, and analogues",0.8620689655172413,subclass,29,Insilico
dorcierr,4342,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,no matches,no matches,no matches,Organic acids and derivatives,0.6388888888888888,superclass,72,Insilico
dorcierr,4343,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4344,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4345,427,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,441,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Lipids and lipid-like molecules,0.6,superclass,5,Library
dorcierr,4346,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,455,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA,NA,NA,NA,NA
dorcierr,4347,-1,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,-1,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,N/A,1,NA,NA,Library
dorcierr,4348,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",894,no matches,no matches,no matches,Organic acids and derivatives,0.5238095238095238,superclass,21,Insilico
dorcierr,4349,1624,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,1108,no matches,no matches,no matches,Lipids and lipid-like molecules,0.75,superclass,4,Insilico
dorcierr,4350,-1,N/A,N/A,N/A,N/A,N/A,N/A,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,-1,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,N/A,1,NA,NA,Library
dorcierr,4351,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4352,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,816,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4353,981,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,2776,no matches,no matches,no matches,Organoheterocyclic compounds,1,superclass,2,Insilico
dorcierr,4354,1272,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,3610,no matches,no matches,no matches,Dicarboxylic acids and derivatives,1,subclass,2,Insilico
dorcierr,4355,4001,N/A,N/A,N/A,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,565,no matches,no matches,no matches,Organometallic compounds,0.6666666666666666,superclass,3,Library
dorcierr,4356,-1,N/A,N/A,N/A,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,NA,NA,NA,Phenylpropanoids and polyketides,Coumarins and derivatives,NA,-1,Phenylpropanoids and polyketides,Coumarins and derivatives,nan,N/A,1,NA,NA,Library
dorcierr,4357,4993,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,967,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Indolyl carboxylic acids and derivatives,1,subclass,1,Library
dorcierr,4358,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,72,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4359,5010,NA,NA,NA,N/A,N/A,N/A,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,1249,no matches,no matches,no matches,N/A,1,subclass,2,Insilico
dorcierr,4360,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dorcierr,4361,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
