experiment,feature_number,network,library_superclass,library_class,library_subclass,analog_superclass,analog_class,analog_subclass,canopus_superclass,canopus_class,canopus_subclass,componentindex,MolNet_superclass,MolNet_class,MolNet_subclass,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource
dataset1_smallNetsFP,5109,3807,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,3807,no matches,no matches,no matches,Monoterpenoids,1.1,subclass,2,In silico
dataset1_smallNetsFP,5110,1518,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",1518,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1.1,subclass,2,In silico
dataset1_smallNetsFP,5111,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5112,-1,NA,NA,NA,NA,NA,NA,Benzenoids,Phenol ethers,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5113,2540,NA,NA,NA,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",2540,no matches,no matches,no matches,"Amino acids, peptides, and analogues",0.9,subclass,5,In silico
dataset1_smallNetsFP,5114,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5115,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5116,845,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,Organic nitrogen compounds,Organonitrogen compounds,Carboximidamides,845,no matches,no matches,no matches,Organic acids and derivatives,0.5238095238095238,superclass,21,In silico
dataset1_smallNetsFP,5117,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5118,104,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,104,no matches,no matches,no matches,Lipids and lipid-like molecules,0.7666666666666666,superclass,3,In silico
dataset1_smallNetsFP,5119,-1,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Xylenes,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5120,775,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,775,no matches,no matches,no matches,Lipids and lipid-like molecules,0.85,superclass,4,In silico
dataset1_smallNetsFP,5121,4377,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,4377,no matches,no matches,no matches,Benzene and substituted derivatives,1.1,class,2,In silico
dataset1_smallNetsFP,5122,979,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,979,no matches,no matches,no matches,Lipids and lipid-like molecules,0.7666666666666666,superclass,36,In silico
dataset1_smallNetsFP,5123,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5124,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5125,1095,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",1095,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5126,135,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,135,no matches,no matches,no matches,Organic oxygen compounds,0.6,superclass,6,In silico
dataset1_smallNetsFP,5127,1565,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,1565,Lipids and lipid-like molecules,Lactones,Gamma butyrolactones,Lipids and lipid-like molecules,0.7875,superclass,16,In silico
dataset1_smallNetsFP,5128,123,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",123,no matches,no matches,no matches,"Amino acids, peptides, and analogues",0.9620689655172413,subclass,29,In silico
dataset1_smallNetsFP,5129,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5130,-1,NA,NA,NA,N/A,N/A,N/A,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5131,2165,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,2165,no matches,no matches,no matches,Diterpenoids,0.7363636363636363,subclass,11,In silico
dataset1_smallNetsFP,5132,641,NA,NA,NA,N/A,N/A,N/A,Organoheterocyclic compounds,Pyrans,NA,641,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5133,178,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,NA,178,no matches,no matches,no matches,Lipids and lipid-like molecules,0.5483870967741935,superclass,31,In silico
dataset1_smallNetsFP,5134,4143,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,4143,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5135,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5136,5426,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",5426,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5137,-1,N/A,N/A,N/A,Benzenoids,Phenols,Methoxyphenols,Benzenoids,Benzene and substituted derivatives,Xylenes,-1,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5138,339,NA,NA,NA,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,339,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5139,7420,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",7420,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1.1,subclass,2,In silico
dataset1_smallNetsFP,5140,-1,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5141,4603,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,4603,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5142,-1,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,-1,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5143,-1,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5144,2851,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",2851,no matches,no matches,no matches,Carboxylic acids and derivatives,0.9,class,5,In silico
dataset1_smallNetsFP,5145,835,N/A,N/A,N/A,N/A,N/A,N/A,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",835,no matches,no matches,no matches,"Amino acids, peptides, and analogues",1.1,subclass,13,In silico
dataset1_smallNetsFP,5146,159,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,159,Organoheterocyclic compounds,Piperidines,Phenylpiperidines,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5147,83,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Ethers,83,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5148,3556,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,3556,no matches,no matches,no matches,Carbonyl compounds,0.7666666666666666,subclass,3,In silico
dataset1_smallNetsFP,5149,97,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",97,no matches,no matches,no matches,Organic acids and derivatives,0.8142857142857143,superclass,7,In silico
dataset1_smallNetsFP,5150,159,NA,NA,NA,NA,NA,NA,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,159,Organoheterocyclic compounds,Piperidines,Phenylpiperidines,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5151,74,NA,NA,NA,Organoheterocyclic compounds,Dihydrofurans,Furanones,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,74,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5152,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5153,199,NA,NA,NA,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,199,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds,0.6341463414634146,superclass,41,In silico
dataset1_smallNetsFP,5154,211,NA,NA,NA,N/A,N/A,N/A,Lipids and lipid-like molecules,Fatty Acyls,NA,211,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Lipids and lipid-like molecules,0.975,superclass,8,In silico
dataset1_smallNetsFP,5155,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5156,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5157,1095,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Hydroxy acids and derivatives,NA,1095,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5158,166,NA,NA,NA,N/A,N/A,N/A,Benzenoids,NA,NA,166,no matches,no matches,no matches,Benzenoids,0.625,superclass,8,In silico
dataset1_smallNetsFP,5159,136,Organoheterocyclic compounds,Quinolines and derivatives,Indoloquinolines,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,Organoheterocyclic compounds,Diazines,NA,136,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Organic acids and derivatives,0.6,superclass,4,In silico
dataset1_smallNetsFP,5160,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5161,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5162,544,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",544,no matches,no matches,no matches,Fatty Acyls,0.85,class,8,In silico
dataset1_smallNetsFP,5163,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5164,1978,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,1978,no matches,no matches,no matches,Organic acids and derivatives,0.6,superclass,6,In silico
dataset1_smallNetsFP,5165,3807,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,3807,no matches,no matches,no matches,Monoterpenoids,1.1,subclass,2,In silico
dataset1_smallNetsFP,5166,713,NA,NA,NA,NA,NA,NA,NA,NA,NA,713,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5167,2416,NA,NA,NA,Alkaloids and derivatives,Lupin alkaloids,"Sparteine, lupanine, and related alkaloids",Organic nitrogen compounds,Organonitrogen compounds,Amines,2416,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5168,-1,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5169,62,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,62,no matches,no matches,no matches,Lipids and lipid-like molecules,0.6,superclass,35,In silico
dataset1_smallNetsFP,5170,51,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,51,no matches,no matches,no matches,Tricarboxylic acids and derivatives,1.1,subclass,2,In silico
dataset1_smallNetsFP,5171,-1,NA,NA,NA,N/A,N/A,N/A,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5172,2031,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,2031,no matches,no matches,no matches,Halobenzenes,0.85,subclass,4,In silico
dataset1_smallNetsFP,5173,588,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,588,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5174,120,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,120,no matches,no matches,no matches,Organic acids and derivatives,0.6470588235294118,superclass,17,In silico
dataset1_smallNetsFP,5175,588,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,588,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5176,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5177,-1,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5178,174,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,174,no matches,no matches,no matches,Lipids and lipid-like molecules,0.7142857142857143,superclass,14,In silico
dataset1_smallNetsFP,5179,-1,NA,NA,NA,NA,NA,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5180,796,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,796,no matches,no matches,no matches,Fatty acid esters,0.7666666666666666,subclass,6,In silico
dataset1_smallNetsFP,5181,-1,NA,NA,NA,N/A,N/A,N/A,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5182,400,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,400,no matches,no matches,no matches,Organic acids and derivatives,0.5357142857142857,superclass,28,In silico
dataset1_smallNetsFP,5183,14,N/A,N/A,N/A,N/A,N/A,N/A,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,14,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5184,-1,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Phenylpropanes,Organoheterocyclic compounds,Azacyclic compounds,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5185,2841,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",2841,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5186,588,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,588,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5187,1242,NA,NA,NA,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Lipids and lipid-like molecules,Prenol lipids,NA,1242,no matches,no matches,no matches,Lipids and lipid-like molecules,1.1,superclass,2,In silico
dataset1_smallNetsFP,5188,-1,NA,NA,NA,N/A,N/A,N/A,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal alkaloids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5189,-1,NA,NA,NA,N/A,N/A,N/A,Organic nitrogen compounds,Organonitrogen compounds,Amines,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5190,4012,NA,NA,NA,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,4012,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5191,3454,Organometallic compounds,Organometalloid compounds,Organosilicon compounds,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,3454,Organometallic compounds,Organometalloid compounds,Organosilicon compounds,Prenol lipids,0.7666666666666666,class,3,In silico
dataset1_smallNetsFP,5192,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5193,3747,NA,NA,NA,N/A,N/A,N/A,Organic nitrogen compounds,Organonitrogen compounds,NA,3747,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5194,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5195,186,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Organic nitrogen compounds,Organonitrogen compounds,NA,186,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5196,-1,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Prenol lipids,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5197,4381,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,4381,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Carbonyl compounds,1.1,subclass,3,In silico
dataset1_smallNetsFP,5198,541,NA,NA,NA,NA,NA,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,541,no matches,no matches,no matches,Carboxylic acids and derivatives,0.725,class,16,In silico
dataset1_smallNetsFP,5199,-1,NA,NA,NA,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,NA,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5200,733,NA,NA,NA,NA,NA,NA,NA,NA,NA,733,no matches,no matches,no matches,Lipids and lipid-like molecules,0.6769230769230768,superclass,26,In silico
dataset1_smallNetsFP,5201,-1,NA,NA,NA,NA,NA,NA,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5202,186,NA,NA,NA,Organic acids and derivatives,Organic thiophosphoric acids and derivatives,Thiophosphoric acid esters,Organic acids and derivatives,Carboxylic acids and derivatives,NA,186,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5203,186,NA,NA,NA,N/A,N/A,N/A,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,186,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5204,-1,NA,NA,NA,N/A,N/A,N/A,Phenylpropanoids and polyketides,Flavonoids,Hydroxyflavonoids,-1,no matches,no matches,no matches,NA,NA,NA,NA,NA
dataset1_smallNetsFP,5205,186,NA,NA,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,186,no matches,no matches,no matches,NA,NA,NA,NA,NA
